filename,size,room_dim,material_ceil,material_floor,material_wall,source,mic,rt60,max_order,ray_tracing,sr,MSE_DFN Average,MSE_DFN 125 Hz,MSE_DFN 250 Hz,MSE_DFN 500 Hz,MSE_DFN 1000 Hz,MSE_DFN 2000 Hz,MSE_DFN 4000 Hz
/Users/dalsag1/Documents/datasets/ism_short/87dbd4dc-a592-4dc3-9f17-6f12b5be48d8.wav,large,[17.381 15.108  6.438],ceiling_plasterboard,carpet_hairy,wooden_lining,[2.516 3.268 3.55 ],[12.001 11.689  4.012],3.06197917,100,True,48000,1.2625799691228357,2.196306,0.55113095,0.32014313,0.8617445,1.9142928,1.7318624
/Users/dalsag1/Documents/datasets/ism_short/0ca2c7ff-8dde-44d3-8548-a281aea5dbed.wav,large,[22.355 10.286  9.683],ceiling_melamine_foam,carpet_cotton,smooth_brickwork_10mm_pointing,[16.073  9.855  9.16 ],[13.368  1.687  8.306],5.80985417,100,True,48000,2.31168890563614,1.0651326,0.8538062,1.8828105,3.5322406,3.2973042,3.2388394
/Users/dalsag1/Documents/datasets/ism_short/48c8025f-2ec4-4369-8309-077dc3a2a325.wav,large,[16.682 12.628  7.624],ceiling_plasterboard,carpet_cotton,plasterboard,[1.379 0.636 6.587],[13.089  7.151  0.977],5.87216667,100,True,48000,0.42477076664007657,0.52480066,0.42500117,0.31274924,0.29863298,0.28462565,0.7028149
/Users/dalsag1/Documents/datasets/ism_short/b7d76edf-a79a-459c-a0ff-59c88960485b.wav,large,[16.901 16.766  7.738],ceiling_melamine_foam,carpet_hairy,plasterboard,[4.803 0.921 5.527],[14.654 12.48   3.698],7.0610625,100,True,48000,1.0375501544558203,0.8438648,0.4405558,2.4249363,0.98570424,1.0895157,0.44072396
/Users/dalsag1/Documents/datasets/ism_short/d50c0f25-4d92-46f4-a922-2cc4c74f89cd.wav,large,[16.279 17.408  5.981],ceiling_plasterboard,carpet_tufted_9m,smooth_brickwork_10mm_pointing,[8.888 3.588 2.044],[15.174  2.732  4.556],4.44720833,100,True,48000,9.879655263201983,7.3759246,1.2371415,5.758894,11.300698,14.781755,18.823519
/Users/dalsag1/Documents/datasets/ism_short/95b01b36-857a-452f-a211-d97a81ec4ba9.wav,large,[24.633 19.67   8.214],ceiling_metal_panel,carpet_cotton,limestone_wall,[22.989  9.702  3.78 ],[13.689  8.239  0.665],9.81770833,100,True,48000,0.652372405564989,1.1409731,0.47810197,0.35688794,0.25261614,0.52775085,1.1579045
/Users/dalsag1/Documents/datasets/ism_short/1a62481b-65ce-484a-8503-5cefbf70cdd6.wav,large,[24.948 17.106  6.535],ceiling_melamine_foam,carpet_tufted_9m,limestone_wall,[7.776 0.763 0.371],[15.725 12.079  5.022],9.7936875,100,True,48000,3.0518700719343506,1.7240028,0.23487821,0.8205616,0.25776678,1.901034,13.372977
/Users/dalsag1/Documents/datasets/ism_short/3ad0b11c-726d-41d7-8414-e26eaf3b3252.wav,large,[23.168 18.365  9.113],ceiling_melamine_foam,carpet_hairy,limestone_wall,[17.038  6.615  8.48 ],[21.575  1.473  4.689],9.97935417,100,True,48000,0.8670556354346987,1.3131396,0.46567863,0.8472792,0.29155183,0.66706043,1.6176242
/Users/dalsag1/Documents/datasets/ism_short/0b2cd805-6da1-46e1-ae4b-4866965859a9.wav,large,[17.115 12.722  5.196],ceiling_plasterboard,audience_floor,smooth_brickwork_10mm_pointing,[2.23  2.636 3.912],[0.784 8.602 4.69 ],3.89585417,100,True,48000,17.423414120791698,3.2831316,0.36417732,1.3194984,4.3728566,44.13564,51.065178
/Users/dalsag1/Documents/datasets/ism_short/f9a3e448-1203-4d03-86d5-6868bbc142e7.wav,large,[20.41  11.649  8.92 ],ceiling_metal_panel,carpet_hairy,limestone_wall,[11.347  3.746  7.108],[15.529  3.542  1.684],9.7945625,100,True,48000,1.2786371383124464,0.88122475,1.3280773,1.5276415,0.9269139,1.0726423,1.9353229
/Users/dalsag1/Documents/datasets/ism_short/006f4bc6-4bb1-4930-8bf8-0c7a9afcd0c8.wav,large,[18.031 16.453  7.164],ceiling_melamine_foam,carpet_hairy,smooth_brickwork_10mm_pointing,[ 9.361 13.021  0.702],[15.177  2.801  3.205],4.78097917,100,True,48000,15.16236661416665,7.737824,3.7558334,12.409309,20.148659,22.895802,24.026773
/Users/dalsag1/Documents/datasets/ism_short/5ecec0ec-5c33-4993-af13-64ae15c3c01b.wav,large,[20.401 16.72   6.442],ceiling_melamine_foam,audience_floor,smooth_brickwork_10mm_pointing,[9.62  8.694 5.877],[ 9.738 15.127  4.852],5.24485417,100,True,48000,7.988699614563976,3.4782076,2.558702,4.8388667,11.638412,11.114139,14.30387
/Users/dalsag1/Documents/datasets/ism_short/69b6767f-fd1e-4537-8265-f8f8da744a9f.wav,large,[18.39  10.62   7.613],ceiling_metal_panel,carpet_tufted_9m,wooden_lining,[0.353 1.355 3.514],[6.963 5.95  2.715],2.74729167,100,True,48000,4.784181051604336,2.5223298,5.855758,7.7440076,6.7089686,1.8970835,3.9769385
/Users/dalsag1/Documents/datasets/ism_short/6986b66e-a47d-41a6-b107-cdd30634f894.wav,large,[16.952 19.803  7.26 ],ceiling_plasterboard,audience_floor,wooden_lining,[ 2.42  10.888  4.594],[1.318 4.723 6.949],3.66954167,100,True,48000,0.616704213406411,2.4893494,0.61494917,0.25751403,0.08909902,0.16194153,0.08737212
/Users/dalsag1/Documents/datasets/ism_short/54b7b3bf-27a6-414b-8af7-bfa0ec490589.wav,large,[19.741 15.808  6.218],ceiling_metal_panel,carpet_cotton,limestone_wall,[7.746 8.194 0.368],[2.091 7.631 1.724],9.91185417,100,True,48000,4.078281008407944,2.4846783,2.213157,2.8787792,14.198989,1.1499726,1.54411
